vertex_id,y,z
2318,-138.177,321.342
2319,-138.181,326.431
2320,-138.186,331.521
2321,-138.190,336.611
2322,-138.194,341.701
2323,-138.198,346.790
2324,-138.202,351.880
2325,-138.206,356.970
2326,-138.210,362.059
2327,-138.214,367.149
2328,-138.218,372.239
2329,-138.222,377.328
2330,-138.226,382.418
2331,-138.230,387.508
2332,-132.892,0.550
2333,-132.897,5.633
2334,-132.901,10.722
2335,-132.906,15.813
2336,-132.910,20.905
2337,-132.914,25.996
2338,-132.919,31.088
2339,-132.923,36.180
2340,-132.927,41.272
2341,-132.931,46.363
2342,-132.936,51.455
2343,-132.940,56.547
2344,-132.944,61.638
2345,-132.949,66.730
2346,-132.953,71.822
2347,-132.957,76.913
2348,-132.962,82.005
2349,-132.966,87.097
2350,-132.970,92.188
2351,-132.974,97.280
2352,-132.979,102.372
2353,-132.983,107.463
2354,-132.987,112.555
2355,-132.992,117.647
2356,-132.996,122.738
2357,-133.000,127.830
2358,-133.005,132.922
2359,-133.009,138.013
2360,-133.013,143.105
2361,-133.017,148.197
2362,-133.022,153.288
2363,-133.026,158.380
2364,-133.030,163.472
2365,-133.035,168.563
2366,-133.039,173.655
2367,-133.043,178.747
2368,-133.048,183.839
2369,-133.052,188.930
2370,-133.056,194.022
2371,-133.060,199.114
2372,-133.065,204.205
2373,-133.069,209.297
2374,-133.073,214.389
2375,-133.078,219.480
2376,-133.082,224.572
2377,-133.086,229.664
2378,-133.091,234.755
2379,-133.095,239.847
2380,-133.099,244.939
2381,-133.103,250.030
2382,-133.108,255.122
2383,-133.112,260.214
2384,-133.116,265.305
2385,-133.121,270.397
2386,-133.125,275.489
2387,-133.129,280.580
2388,-133.134,285.672
2389,-133.138,290.764
2390,-133.142,295.855
2391,-133.146,300.947
2392,-133.151,306.039
2393,-133.155,311.130
2394,-133.159,316.222
2395,-133.164,321.314
2396,-133.168,326.405
2397,-133.172,331.497
2398,-133.177,336.589
2399,-133.181,341.680
2400,-133.185,346.772
2401,-133.190,351.864
2402,-133.194,356.955
2403,-133.198,362.047
2404,-133.202,367.139
2405,-133.207,372.230
2406,-133.211,377.322
2407,-133.215,382.414
2408,-133.220,387.505
2409,-127.863,0.419
2410,-127.869,5.478
2411,-127.875,10.558
2412,-127.879,15.647
2413,-127.884,20.740
2414,-127.888,25.833
2415,-127.893,30.927
2416,-127.898,36.021
2417,-127.902,41.115
2418,-127.907,46.208
2419,-127.911,51.302
2420,-127.916,56.396
2421,-127.920,61.490
2422,-127.925,66.584
2423,-127.929,71.678
2424,-127.934,76.772
2425,-127.938,81.866
2426,-127.943,86.960
2427,-127.947,92.054
2428,-127.952,97.148
2429,-127.956,102.242
2430,-127.961,107.336
2431,-127.965,112.430
2432,-127.970,117.524
2433,-127.974,122.618
2434,-127.979,127.712
2435,-127.983,132.806
2436,-127.988,137.900
2437,-127.992,142.994
2438,-127.997,148.087
2439,-128.001,153.181
2440,-128.006,158.275
2441,-128.010,163.369
2442,-128.015,168.463
2443,-128.019,173.557
2444,-128.024,178.651
2445,-128.028,183.745
2446,-128.033,188.839
2447,-128.037,193.933
2448,-128.042,199.027
2449,-128.046,204.121
2450,-128.051,209.215
2451,-128.055,214.309
2452,-128.060,219.403
2453,-128.064,224.497
2454,-128.069,229.591
2455,-128.074,234.685
2456,-128.078,239.779
2457,-128.083,244.872
2458,-128.087,249.966
2459,-128.092,255.060
2460,-128.096,260.154
2461,-128.101,265.248
2462,-128.105,270.342
2463,-128.110,275.436
2464,-128.114,280.530
2465,-128.119,285.624
2466,-128.123,290.718
2467,-128.128,295.812
2468,-128.132,300.906
2469,-128.137,306.000
2470,-128.141,311.094
2471,-128.146,316.188
2472,-128.150,321.282
2473,-128.155,326.376
2474,-128.159,331.470
2475,-128.164,336.563
2476,-128.168,341.657
2477,-128.173,346.751
2478,-128.177,351.845
2479,-128.182,356.939
2480,-128.186,362.033
2481,-128.191,367.127
2482,-128.195,372.221
2483,-128.200,377.315
2484,-128.204,382.409
2485,-128.209,387.503
2486,-122.837,0.226
2487,-122.844,5.288
2488,-122.849,10.371
2489,-122.854,15.462
2490,-122.859,20.556
2491,-122.863,25.652
2492,-122.868,30.748
2493,-122.873,35.844
2494,-122.878,40.941
2495,-122.882,46.037
2496,-122.887,51.134
2497,-122.892,56.230
2498,-122.896,61.327
2499,-122.901,66.423
2500,-122.906,71.520
2501,-122.911,76.616
2502,-122.915,81.712
2503,-122.920,86.809
2504,-122.925,91.905
2505,-122.929,97.002
2506,-122.934,102.098
2507,-122.939,107.195
2508,-122.944,112.291
2509,-122.948,117.388
2510,-122.953,122.484
2511,-122.958,127.581
2512,-122.962,132.677
2513,-122.967,137.774
2514,-122.972,142.870
2515,-122.977,147.967
2516,-122.981,153.063
2517,-122.986,158.160
2518,-122.991,163.256
2519,-122.995,168.353
2520,-123.000,173.449
2521,-123.005,178.545
2522,-123.010,183.642
2523,-123.014,188.738
2524,-123.019,193.835
2525,-123.024,198.931
2526,-123.028,204.028
2527,-123.033,209.124
2528,-123.038,214.221
2529,-123.043,219.317
2530,-123.047,224.414
2531,-123.052,229.510
2532,-123.057,234.607
2533,-123.061,239.703
2534,-123.066,244.800
2535,-123.071,249.896
2536,-123.076,254.992
2537,-123.080,260.089
2538,-123.085,265.185
2539,-123.090,270.282
2540,-123.094,275.378
2541,-123.099,280.475
2542,-123.104,285.571
2543,-123.109,290.668
2544,-123.113,295.764
2545,-123.118,300.861
2546,-123.123,305.957
2547,-123.127,311.054
2548,-123.132,316.150
2549,-123.137,321.246
2550,-123.142,326.343
2551,-123.146,331.439
2552,-123.151,336.536
2553,-123.156,341.632
2554,-123.160,346.729
2555,-123.165,351.825
2556,-123.170,356.922
2557,-123.175,362.018
2558,-123.179,367.115
2559,-123.184,372.211
2560,-123.189,377.308
2561,-123.193,382.404
2562,-123.198,387.501
2563,-117.814,-0.029
2564,-117.819,5.075
2565,-117.824,10.172
2566,-117.829,15.270
2567,-117.834,20.367
2568,-117.838,25.466
2569,-117.843,30.565
2570,-117.848,35.664
2571,-117.853,40.763
2572,-117.858,45.862
2573,-117.863,50.961
2574,-117.868,56.060
2575,-117.873,61.159
2576,-117.878,66.258
2577,-117.883,71.357
2578,-117.888,76.456
2579,-117.893,81.555
2580,-117.897,86.654
2581,-117.902,91.753
2582,-117.907,96.852
2583,-117.912,101.951
2584,-117.917,107.050
2585,-117.922,112.150
2586,-117.927,117.249
2587,-117.932,122.348
2588,-117.937,127.447
2589,-117.942,132.546
2590,-117.947,137.645
2591,-117.952,142.744
2592,-117.956,147.843
2593,-117.961,152.942
2594,-117.966,158.041
2595,-117.971,163.140
2596,-117.976,168.239
2597,-117.981,173.338
2598,-117.986,178.437
2599,-117.991,183.536
2600,-117.996,188.635
2601,-118.001,193.734
2602,-118.006,198.833
2603,-118.010,203.933
2604,-118.015,209.032
2605,-118.020,214.131
2606,-118.025,219.230
2607,-118.030,224.329
2608,-118.035,229.428
2609,-118.040,234.527
2610,-118.045,239.626
2611,-118.050,244.725
2612,-118.055,249.824
2613,-118.060,254.923
2614,-118.065,260.022
2615,-118.069,265.121
2616,-118.074,270.220
2617,-118.079,275.319
2618,-118.084,280.418
2619,-118.089,285.517
2620,-118.094,290.616
2621,-118.099,295.715
2622,-118.104,300.814
2623,-118.109,305.913
2624,-118.114,311.012
2625,-118.119,316.112
2626,-118.124,321.211
2627,-118.128,326.310
2628,-118.133,331.409
2629,-118.138,336.508
2630,-118.143,341.607
2631,-118.148,346.706
2632,-118.153,351.805
2633,-118.158,356.904
2634,-118.163,362.003
2635,-118.168,367.102
2636,-118.173,372.201
2637,-118.178,377.300
2638,-118.183,382.399
2639,-118.187,387.498
2640,-112.789,-0.251
2641,-112.793,4.872
2642,-112.798,9.981
2643,-112.803,15.084
2644,-112.808,20.186
2645,-112.813,25.288
2646,-112.818,30.389
2647,-112.823,35.491
2648,-112.828,40.592
2649,-112.833,45.694
2650,-112.839,50.795
2651,-112.844,55.897
2652,-112.849,60.998
2653,-112.854,66.100
2654,-112.859,71.201
2655,-112.864,76.303
2656,-112.869,81.405
2657,-112.874,86.506
2658,-112.880,91.608
2659,-112.885,96.709
2660,-112.890,101.811
2661,-112.895,106.912
2662,-112.900,112.014
2663,-112.905,117.115
2664,-112.910,122.217
2665,-112.915,127.318
2666,-112.921,132.420
2667,-112.926,137.521
2668,-112.931,142.623
2669,-112.936,147.724
2670,-112.941,152.826
2671,-112.946,157.927
2672,-112.951,163.029
2673,-112.956,168.130
2674,-112.962,173.232
2675,-112.967,178.334
2676,-112.972,183.435
2677,-112.977,188.537
2678,-112.982,193.638
2679,-112.987,198.740
2680,-112.992,203.841
2681,-112.997,208.943
2682,-113.003,214.044
2683,-113.008,219.146
2684,-113.013,224.247
2685,-113.018,229.349
2686,-113.023,234.450
2687,-113.028,239.552
2688,-113.033,244.653
2689,-113.038,249.755
2690,-113.044,254.856
2691,-113.049,259.958
2692,-113.054,265.059
2693,-113.059,270.161
2694,-113.064,275.262
2695,-113.069,280.364
2696,-113.074,285.465
2697,-113.079,290.567
2698,-113.085,295.669
2699,-113.090,300.770
2700,-113.095,305.872
2701,-113.100,310.973
2702,-113.105,316.075
2703,-113.110,321.176
2704,-113.115,326.278
2705,-113.120,331.379
2706,-113.126,336.481
2707,-113.131,341.582
2708,-113.136,346.684
2709,-113.141,351.785
2710,-113.146,356.887
2711,-113.151,361.988
2712,-113.156,367.090
2713,-113.161,372.191
2714,-113.167,377.293
2715,-113.172,382.394
2716,-113.177,387.496
2717,-107.761,-0.421
2718,-107.766,4.699
2719,-107.771,9.811
2720,-107.776,14.919
2721,-107.781,20.024
2722,-107.787,25.128
2723,-107.792,30.232
2724,-107.797,35.336
2725,-107.803,40.439
2726,-107.808,45.543
2727,-107.813,50.647
2728,-107.819,55.751
2729,-107.824,60.854
2730,-107.829,65.958
2731,-107.835,71.062
2732,-107.840,76.166
2733,-107.845,81.269
2734,-107.851,86.373
2735,-107.856,91.477
2736,-107.861,96.581
2737,-107.867,101.684
2738,-107.872,106.788
2739,-107.877,111.892
2740,-107.883,116.996
2741,-107.888,122.099
2742,-107.894,127.203
2743,-107.899,132.307
2744,-107.904,137.411
2745,-107.910,142.514
2746,-107.915,147.618
2747,-107.920,152.722
2748,-107.926,157.826
2749,-107.931,162.929
2750,-107.936,168.033
2751,-107.942,173.137
2752,-107.947,178.241
2753,-107.952,183.344
2754,-107.958,188.448
2755,-107.963,193.552
2756,-107.968,198.656
2757,-107.974,203.759
2758,-107.979,208.863
2759,-107.984,213.967
2760,-107.990,219.071
2761,-107.995,224.174
2762,-108.000,229.278
2763,-108.006,234.382
2764,-108.011,239.486
2765,-108.016,244.589
2766,-108.022,249.693
2767,-108.027,254.797
2768,-108.032,259.900
2769,-108.038,265.004
2770,-108.043,270.108
2771,-108.048,275.212
2772,-108.054,280.315
2773,-108.059,285.419
2774,-108.065,290.523
2775,-108.070,295.627
2776,-108.075,300.730
2777,-108.081,305.834
2778,-108.086,310.938
2779,-108.091,316.042
2780,-108.097,321.145
2781,-108.102,326.249
2782,-108.107,331.353
2783,-108.113,336.456
2784,-108.118,341.560
2785,-108.123,346.664
2786,-108.129,351.768
2787,-108.134,356.871
2788,-108.139,361.975
2789,-108.145,367.079
2790,-108.150,372.183
2791,-108.155,377.286
2792,-108.161,382.390
2793,-108.166,387.494
2794,-102.733,-0.565
2795,-102.739,4.560
2796,-102.744,9.677
2797,-102.750,14.788
2798,-102.756,19.897
2799,-102.761,25.003
2800,-102.767,30.109
2801,-102.772,35.215
2802,-102.778,40.320
2803,-102.783,45.426
2804,-102.789,50.531
2805,-102.794,55.637
2806,-102.800,60.742
2807,-102.806,65.848
2808,-102.811,70.953
2809,-102.817,76.059
2810,-102.822,81.164
2811,-102.828,86.270
2812,-102.833,91.375
2813,-102.839,96.481
2814,-102.844,101.586
2815,-102.850,106.692
2816,-102.855,111.797
2817,-102.861,116.902
2818,-102.867,122.008
2819,-102.872,127.113
2820,-102.878,132.219
2821,-102.883,137.324
2822,-102.889,142.430
2823,-102.894,147.535
2824,-102.900,152.641
2825,-102.905,157.746
2826,-102.911,162.852
2827,-102.917,167.957
2828,-102.922,173.063
2829,-102.928,178.168
2830,-102.933,183.274
2831,-102.939,188.379
2832,-102.944,193.485
2833,-102.950,198.590
2834,-102.955,203.696
2835,-102.961,208.801
2836,-102.967,213.907
2837,-102.972,219.012
2838,-102.978,224.118
2839,-102.983,229.223
2840,-102.989,234.328
2841,-102.994,239.434
2842,-103.000,244.539
2843,-103.005,249.645
2844,-103.011,254.750
2845,-103.017,259.856
2846,-103.022,264.961
2847,-103.028,270.067
2848,-103.033,275.172
2849,-103.039,280.278
2850,-103.044,285.383
2851,-103.050,290.489
2852,-103.055,295.594
2853,-103.061,300.700
2854,-103.067,305.805
2855,-103.072,310.910
2856,-103.078,316.016
2857,-103.083,321.121
2858,-103.089,326.227
2859,-103.094,331.332
2860,-103.100,336.438
2861,-103.105,341.543
2862,-103.111,346.649
2863,-103.116,351.754
2864,-103.122,356.860
2865,-103.128,361.965
2866,-103.133,367.071
2867,-103.139,372.176
2868,-103.144,377.281
2869,-103.150,382.387
2870,-103.155,387.492
2871,-97.707,-0.677
2872,-97.715,4.470
2873,-97.722,9.596
2874,-97.729,14.712
2875,-97.735,19.822
2876,-97.740,24.931
2877,-97.746,30.038
2878,-97.752,35.144
2879,-97.758,40.251
2880,-97.763,45.358
2881,-97.769,50.464
2882,-97.775,55.571
2883,-97.780,60.677
2884,-97.786,65.784
2885,-97.792,70.890
2886,-97.797,75.997
2887,-97.803,81.103
2888,-97.809,86.210
2889,-97.814,91.316
2890,-97.820,96.423
2891,-97.826,101.529
2892,-97.832,106.636
2893,-97.837,111.742
2894,-97.843,116.849
2895,-97.849,121.955
2896,-97.854,127.062
2897,-97.860,132.168
2898,-97.866,137.275
2899,-97.871,142.381
2900,-97.877,147.488
2901,-97.883,152.594
2902,-97.889,157.700
2903,-97.894,162.807
2904,-97.900,167.913
2905,-97.906,173.020
2906,-97.911,178.126
2907,-97.917,183.233
2908,-97.923,188.339
2909,-97.928,193.446
2910,-97.934,198.552
2911,-97.940,203.659
2912,-97.945,208.765
2913,-97.951,213.872
2914,-97.957,218.978
2915,-97.963,224.085
2916,-97.968,229.191
2917,-97.974,234.298
2918,-97.980,239.404
2919,-97.985,244.511
2920,-97.991,249.617
2921,-97.997,254.724
2922,-98.002,259.830
2923,-98.008,264.937
2924,-98.014,270.043
2925,-98.019,275.149
2926,-98.025,280.256
2927,-98.031,285.362
2928,-98.037,290.469
2929,-98.042,295.575
2930,-98.048,300.682
2931,-98.054,305.788
2932,-98.059,310.895
2933,-98.065,316.001
2934,-98.071,321.108
2935,-98.076,326.214
2936,-98.082,331.321
2937,-98.088,336.427
2938,-98.094,341.533
2939,-98.099,346.640
2940,-98.105,351.746
2941,-98.111,356.853
2942,-98.116,361.959
2943,-98.122,367.066
2944,-98.128,372.172
2945,-98.133,377.279
2946,-98.139,382.385
2947,-98.145,387.491
2948,-92.687,-0.736
2949,-92.700,4.434
2950,-92.709,9.566
2951,-92.716,14.683
2952,-92.722,19.794
2953,-92.728,24.903
2954,-92.734,30.011
2955,-92.740,35.118
2956,-92.746,40.225
2957,-92.751,45.332
2958,-92.757,50.439
2959,-92.763,55.546
2960,-92.769,60.653
2961,-92.774,65.759
2962,-92.780,70.866
2963,-92.786,75.973
2964,-92.791,81.080
2965,-92.797,86.187
2966,-92.803,91.294
2967,-92.809,96.401
2968,-92.814,101.508
2969,-92.820,106.614
2970,-92.826,111.721
2971,-92.831,116.828
2972,-92.837,121.935
2973,-92.843,127.042
2974,-92.849,132.149
2975,-92.854,137.256
2976,-92.860,142.363
2977,-92.866,147.469
2978,-92.871,152.576
2979,-92.877,157.683
2980,-92.883,162.790
2981,-92.889,167.897
2982,-92.894,173.004
2983,-92.900,178.111
2984,-92.906,183.217
2985,-92.911,188.324
2986,-92.917,193.431
2987,-92.923,198.538
2988,-92.929,203.645
2989,-92.934,208.752
2990,-92.940,213.859
2991,-92.946,218.965
2992,-92.951,224.072
2993,-92.957,229.179
2994,-92.963,234.286
2995,-92.969,239.393
2996,-92.974,244.500
2997,-92.980,249.606
2998,-92.986,254.713
2999,-92.991,259.820
3000,-92.997,264.927
3001,-93.003,270.034
3002,-93.009,275.141
3003,-93.014,280.248
3004,-93.020,285.354
3005,-93.026,290.461
3006,-93.031,295.568
3007,-93.037,300.675
3008,-93.043,305.782
3009,-93.049,310.889
3010,-93.054,315.995
3011,-93.060,321.102
3012,-93.066,326.209
3013,-93.071,331.316
3014,-93.077,336.423
3015,-93.083,341.530
3016,-93.089,346.636
3017,-93.094,351.743
3018,-93.100,356.850
3019,-93.106,361.957
3020,-93.111,367.064
3021,-93.117,372.171
3022,-93.123,377.277
3023,-93.129,382.384
3024,-93.134,387.491
3025,-87.675,-0.695
3026,-87.693,4.433
3027,-87.703,9.546
3028,-87.710,14.655
3029,-87.717,19.763
3030,-87.722,24.871
3031,-87.728,29.978
3032,-87.734,35.086
3033,-87.740,40.193
3034,-87.745,45.301
3035,-87.751,50.408
3036,-87.757,55.515
3037,-87.762,60.623
3038,-87.768,65.730
3039,-87.773,70.837
3040,-87.779,75.945
3041,-87.785,81.052
3042,-87.790,86.159
3043,-87.796,91.267
3044,-87.802,96.374
3045,-87.807,101.481
3046,-87.813,106.589
3047,-87.819,111.696
3048,-87.824,116.803
3049,-87.830,121.911
3050,-87.836,127.018
3051,-87.841,132.125
3052,-87.847,137.233
3053,-87.853,142.340
3054,-87.858,147.447
3055,-87.864,152.555
3056,-87.870,157.662
3057,-87.875,162.769
3058,-87.881,167.876
3059,-87.887,172.984
3060,-87.892,178.091
3061,-87.898,183.198
3062,-87.904,188.306
3063,-87.909,193.413
3064,-87.915,198.520
3065,-87.920,203.628
3066,-87.926,208.735
3067,-87.932,213.842
3068,-87.937,218.950
3069,-87.943,224.057
3070,-87.949,229.164
3071,-87.954,234.271
3072,-87.960,239.379
3073,-87.966,244.486
3074,-87.971,249.593
3075,-87.977,254.701
3076,-87.983,259.808
3077,-87.988,264.915
3078,-87.994,270.022
3079,-88.000,275.130
3080,-88.005,280.237
3081,-88.011,285.344
3082,-88.017,290.452
3083,-88.022,295.559
3084,-88.028,300.666
3085,-88.033,305.773
3086,-88.039,310.881
3087,-88.045,315.988
3088,-88.050,321.095
3089,-88.056,326.203
3090,-88.062,331.310
3091,-88.067,336.417
3092,-88.073,341.524
3093,-88.079,346.632
3094,-88.084,351.739
3095,-88.090,356.846
3096,-88.096,361.953
3097,-88.101,367.061
3098,-88.107,372.168
3099,-88.113,377.275
3100,-88.118,382.382
3101,-88.124,387.490
3102,-82.677,-0.641
3103,-82.691,4.389
3104,-82.698,9.461
3105,-82.704,14.555
3106,-82.710,19.657
3107,-82.715,24.764
3108,-82.721,29.872
3109,-82.726,34.981
3110,-82.732,40.089
3111,-82.738,45.198
3112,-82.743,50.307
3113,-82.749,55.416
3114,-82.755,60.525
3115,-82.760,65.634
3116,-82.766,70.743
3117,-82.771,75.851
3118,-82.777,80.960
3119,-82.783,86.069
3120,-82.788,91.178
3121,-82.794,96.287
3122,-82.799,101.396
3123,-82.805,106.504
3124,-82.811,111.613
3125,-82.816,116.722
3126,-82.822,121.831
3127,-82.827,126.940
3128,-82.833,132.049
3129,-82.839,137.157
3130,-82.844,142.266
3131,-82.850,147.375
3132,-82.856,152.484
3133,-82.861,157.593
3134,-82.867,162.701
3135,-82.872,167.810
3136,-82.878,172.919
3137,-82.884,178.028
3138,-82.889,183.137
3139,-82.895,188.245
3140,-82.900,193.354
3141,-82.906,198.463
3142,-82.912,203.572
3143,-82.917,208.681
3144,-82.923,213.789
3145,-82.928,218.898
3146,-82.934,224.007
3147,-82.940,229.116
3148,-82.945,234.225
3149,-82.951,239.333
3150,-82.956,244.442
3151,-82.962,249.551
3152,-82.968,254.660
3153,-82.973,259.769
3154,-82.979,264.877
3155,-82.984,269.986
3156,-82.990,275.095
3157,-82.996,280.204
3158,-83.001,285.312
3159,-83.007,290.421
3160,-83.012,295.530
3161,-83.018,300.639
3162,-83.024,305.747
3163,-83.029,310.856
3164,-83.035,315.965
3165,-83.040,321.074
3166,-83.046,326.182
3167,-83.052,331.291
3168,-83.057,336.400
3169,-83.063,341.509
3170,-83.068,346.617
3171,-83.074,351.726
3172,-83.080,356.835
3173,-83.085,361.944
3174,-83.091,367.052
3175,-83.096,372.161
3176,-83.102,377.270
3177,-83.108,382.378
3178,-83.113,387.488
3179,-77.722,-0.708
3180,-77.694,4.220
3181,-77.690,9.258
3182,-77.693,14.339
3183,-77.697,19.439
3184,-77.703,24.546
3185,-77.708,29.656
3186,-77.714,34.767
3187,-77.720,39.879
3188,-77.725,44.991
3189,-77.731,50.103
3190,-77.736,55.214
3191,-77.742,60.326
3192,-77.748,65.438
3193,-77.753,70.550
3194,-77.759,75.662
3195,-77.765,80.774
3196,-77.770,85.886
3197,-77.776,90.998
3198,-77.782,96.110
3199,-77.787,101.222
3200,-77.793,106.334
3201,-77.799,111.446
3202,-77.804,116.557
3203,-77.810,121.669
3204,-77.816,126.781
3205,-77.821,131.893
3206,-77.827,137.005
3207,-77.832,142.117
3208,-77.838,147.229
3209,-77.844,152.341
3210,-77.849,157.453
3211,-77.855,162.564
3212,-77.861,167.676
3213,-77.866,172.788
3214,-77.872,177.900
3215,-77.878,183.012
3216,-77.883,188.124
3217,-77.889,193.236
3218,-77.894,198.347
3219,-77.900,203.459
3220,-77.906,208.571
3221,-77.911,213.683
3222,-77.917,218.795
3223,-77.923,223.907
3224,-77.928,229.018
3225,-77.934,234.130
3226,-77.940,239.242
3227,-77.945,244.354
3228,-77.951,249.466
3229,-77.956,254.578
3230,-77.962,259.689
3231,-77.968,264.801
3232,-77.973,269.913
3233,-77.979,275.025
3234,-77.985,280.137
3235,-77.990,285.248
3236,-77.996,290.360
3237,-78.001,295.472
3238,-78.007,300.584
3239,-78.013,305.696
3240,-78.018,310.807
3241,-78.024,315.919
3242,-78.030,321.031
3243,-78.035,326.143
3244,-78.041,331.254
3245,-78.046,336.366
3246,-78.052,341.478
3247,-78.058,346.590
3248,-78.063,351.701
3249,-78.069,356.813
3250,-78.075,361.925
3251,-78.080,367.037
3252,-78.086,372.148
3253,-78.091,377.260
3254,-78.097,382.372
3255,-78.103,387.484
3256,-72.663,-1.134
3257,-72.670,3.876
3258,-72.673,8.935
3259,-72.677,14.023
3260,-72.682,19.127
3261,-72.687,24.237
3262,-72.693,29.351
3263,-72.698,34.467
3264,-72.704,39.582
3265,-72.710,44.699
3266,-72.715,49.815
3267,-72.721,54.931
3268,-72.727,60.047
3269,-72.733,65.163
3270,-72.738,70.280
3271,-72.744,75.396
3272,-72.750,80.512
3273,-72.755,85.628
3274,-72.761,90.745
3275,-72.767,95.861
3276,-72.773,100.977
3277,-72.778,106.093
3278,-72.784,111.210
3279,-72.790,116.326
3280,-72.795,121.442
3281,-72.801,126.558
3282,-72.807,131.674
3283,-72.813,136.791
3284,-72.818,141.907
3285,-72.824,147.023
3286,-72.830,152.139
3287,-72.835,157.255
3288,-72.841,162.372
3289,-72.847,167.488
3290,-72.853,172.604
3291,-72.858,177.720
3292,-72.864,182.836
3293,-72.870,187.952
3294,-72.875,193.069
3295,-72.881,198.185
3296,-72.887,203.301
3297,-72.893,208.417
3298,-72.898,213.533
3299,-72.904,218.649
3300,-72.910,223.765
3301,-72.915,228.882
3302,-72.921,233.998
3303,-72.927,239.114
3304,-72.933,244.230
3305,-72.938,249.346
3306,-72.944,254.462
3307,-72.950,259.578
3308,-72.955,264.694
3309,-72.961,269.811
3310,-72.967,274.927
3311,-72.972,280.043
3312,-72.978,285.159
3313,-72.984,290.275
3314,-72.990,295.391
3315,-72.995,300.507
3316,-73.001,305.623
3317,-73.007,310.739
3318,-73.012,315.855
3319,-73.018,320.971
3320,-73.024,326.087
3321,-73.029,331.203
3322,-73.035,336.319
3323,-73.041,341.436
3324,-73.047,346.552
3325,-73.052,351.668
3326,-73.058,356.784
3327,-73.064,361.900
3328,-73.069,367.016
3329,-73.075,372.132
3330,-73.081,377.248
3331,-73.086,382.364
3332,-73.092,387.480
3333,-67.640,-1.655
3334,-67.648,3.454
3335,-67.654,8.557
3336,-67.660,13.665
3337,-67.665,18.778
3338,-67.671,23.895
3339,-67.676,29.014
3340,-67.682,34.134
3341,-67.688,39.254
3342,-67.694,44.375
3343,-67.700,49.496
3344,-67.705,54.617
3345,-67.711,59.738
3346,-67.717,64.859
3347,-67.723,69.980
3348,-67.729,75.101
3349,-67.734,80.222
3350,-67.740,85.343
3351,-67.746,90.464
3352,-67.752,95.585
3353,-67.758,100.706
3354,-67.763,105.827
3355,-67.769,110.948
3356,-67.775,116.069
3357,-67.781,121.190
3358,-67.786,126.311
3359,-67.792,131.432
3360,-67.798,136.553
3361,-67.804,141.674
3362,-67.810,146.795
3363,-67.815,151.916
3364,-67.821,157.037
3365,-67.827,162.158
3366,-67.833,167.279
3367,-67.839,172.400
3368,-67.844,177.521
3369,-67.850,182.642
3370,-67.856,187.763
3371,-67.862,192.883
3372,-67.868,198.004
3373,-67.873,203.125
3374,-67.879,208.246
3375,-67.885,213.367
3376,-67.891,218.488
3377,-67.897,223.609
3378,-67.902,228.730
3379,-67.908,233.851
3380,-67.914,238.972
3381,-67.920,244.093
3382,-67.925,249.213
3383,-67.931,254.334
3384,-67.937,259.455
3385,-67.943,264.576
3386,-67.949,269.697
3387,-67.954,274.818
3388,-67.960,279.939
3389,-67.966,285.059
3390,-67.972,290.180
3391,-67.978,295.301
3392,-67.983,300.422
3393,-67.989,305.543
3394,-67.995,310.664
3395,-68.001,315.785
3396,-68.006,320.905
3397,-68.012,326.026
3398,-68.018,331.147
3399,-68.024,336.268
3400,-68.030,341.389
3401,-68.035,346.509
3402,-68.041,351.630
3403,-68.047,356.751
3404,-68.053,361.872
3405,-68.058,366.993
3406,-68.064,372.114
3407,-68.070,377.234
3408,-68.076,382.355
3409,-68.082,387.476
3410,-62.618,-2.149
3411,-62.629,3.049
3412,-62.637,8.192
3413,-62.643,13.320
3414,-62.649,18.444
3415,-62.654,23.568
3416,-62.660,28.692
3417,-62.666,33.817
3418,-62.672,38.942
3419,-62.678,44.068
3420,-62.684,49.193
3421,-62.689,54.319
3422,-62.695,59.444
3423,-62.701,64.570
3424,-62.707,69.695
3425,-62.713,74.821
3426,-62.719,79.946
3427,-62.725,85.072
3428,-62.731,90.197
3429,-62.736,95.323
3430,-62.742,100.448
3431,-62.748,105.574
3432,-62.754,110.699
3433,-62.760,115.825
3434,-62.766,120.950
3435,-62.772,126.076
3436,-62.778,131.201
3437,-62.783,136.327
3438,-62.789,141.452
3439,-62.795,146.578
3440,-62.801,151.703
3441,-62.807,156.829
3442,-62.813,161.954
3443,-62.819,167.080
3444,-62.825,172.205
3445,-62.830,177.331
3446,-62.836,182.456
3447,-62.842,187.581
3448,-62.848,192.707
3449,-62.854,197.832
3450,-62.860,202.958
3451,-62.866,208.083
3452,-62.871,213.209
3453,-62.877,218.334
3454,-62.883,223.460
3455,-62.889,228.585
3456,-62.895,233.710
3457,-62.901,238.836
3458,-62.907,243.961
3459,-62.913,249.087
3460,-62.918,254.212
3461,-62.924,259.338
3462,-62.930,264.463
3463,-62.936,269.588
3464,-62.942,274.714
3465,-62.948,279.839
3466,-62.954,284.965
3467,-62.960,290.090
3468,-62.965,295.215
3469,-62.971,300.341
3470,-62.977,305.466
3471,-62.983,310.592
3472,-62.989,315.717
3473,-62.995,320.842
3474,-63.001,325.968
3475,-63.006,331.093
3476,-63.012,336.218
3477,-63.018,341.344
3478,-63.024,346.469
3479,-63.030,351.595
3480,-63.036,356.720
3481,-63.042,361.845
